Country,State,City,Name,Category,Description,Website
United States,New York,New York,WellSheet,Healthcare,WellSheet is a web application that improves clinicians'’_’_Îæ productivity and care quality when treating complex patients; prioritizing clinically relevant and important information across sources with machine learning. WellSheet optimizes clinical workflow with machine learning by predicting what clinicians need to know about complex patients at the point of care.,http://www.wellsheet.com
United States,New York,Webster,BlipIQ,Healthcare,BlipIQ empowers patients by providing an AI platform in which their memories can be captured and classified to drive cognitive experiences,https://blipiq.com/
United States,North Carolina,Asheville,Ideal Medical Technologies,Healthcare,Ideal Medical Technologies is a company that aims to improve healthcare through technological innovation. The company's initial project will be the creation of an artificial pancreas for use in the hospital setting. This device will utilize an artificial intelligence based glucose controller to provide optimal glucose control for both diabetic patients and ICU patients.,http://www.idealmedtech.com
United States,North Carolina,Charlotte,Digitize.AI,Healthcare,Digitize.AI uses Artificial Intelligence; Machine Learning; and Robotic Process Automation technology to help enterprises digitize their processes and create a digital workforce.,http://www.digitize.ai
United States,North Carolina,Durham,Cloud Pharmaceuticals,Healthcare,Cloud Pharmaceuticals; formerly TeraDiscoveries; is a leader in the computational design of new drugs and subsequent rapid; information-driven drug development. The company accelerates the drug discovery and design process in a way that delivers tangible results and true value for partners.,http://www.cloudpharmaceuticals.com
United States,North Carolina,Raleigh,SharkDreams,Healthcare,SharkDreams is a digital healthcare company redefining the way patient health is monitored by combining software and hardware technology with cloud-based data analytics and artificial intelligence capabilities.,http://www.sharkdreams.co
United States,Ohio,Cincinnati,RxPREDICT,Healthcare,RxPREDiCT is a data-driven Healthcare Solutions-as-a-Service (HSaaS) that utilizes next-generation predictive analytics to target patients and deliver customized interventions to continuously improve medication adherence; quality measures and health outcomes. The company's ensemble of machine learning predictive models accurately stratify and target patients at risk of future medication non-adherence by disease condition and therapeutic class; then follow up with proactive; personalized intervention services to improve patient-level medication adherence; care coordination and quality outcomes. RxPREDICT enables all key healthcare stakeholders to cost-effectively improve care delivery; quality measures; and population health outcomes.,http://www.rxpredict.com
United States,Oregon,Portland,Bright.MD,Healthcare,Bright.md is transforming health care delivery with an innovative software solution that cuts the cost of health care visits by 80 percent. Its virtual care solution SmartExam automates care and communication between physician and patient for faster; more convenient diagnosis and treatment. A Gartner Cool Vendor in Healthcare; Bright.md's SmartExam solution is the preferred choice of AVIA's Virtual Access cohort; which includes eight major health delivery systems nationwide. SmartExam has been deployed by major health care delivery systems including Greenville Health System and Rush.,http://www.bright.md
United States,Pennsylvania,Philadelphia,Picwell,Healthcare,Picwell is an early-stage healthcare startup developing technology to help consumers navigate the complexities of choice in health insurance. The lack of consumer-friendly recommendations in health insurance leads to poor decision making; which translates into higher personal expense; lower satisfaction and billions of dollars of waste in the healthcare system. By using predictive analytics and machine learning; the comapny's SaaS platform delivers to consumers; for the first time; truly personalized and objective recommendations on insurance plans; tailored to their individual needs and preferences for protection and cost.,http://www.picwell.com
United States,Pennsylvania,Pittsburgh,Behaivior,Healthcare,Behaivior is working to predict and prevent opioid relapses and overdoses through wearables and artificial intelligence,http://www.behaivior.com/
United States,Pennsylvania,Pittsburgh,Qualaris Healthcare Solutions,Healthcare,Qualaris brings a core expertise in machine learning and computational analytics to bear on one of the leading problems in healthcare; completing the right clinical practice at the right time to keep patients safe.,http://www.qualaris.com
United States,Tennessee,Nashville,Medalogix,Healthcare,Medalogix is a predictive modeling toolset designed specifically for the post-acute sphere. Medalogix was born from the idea that patients would benefit from a more in-depth analysis of the risks associated with their medications; and that providing this analysis to health care agencies would better equip them to remediate that risk.,http://www.medalogix.com
United States,Texas,Austin,NarrativeDx,Healthcare,NarrativeDx has developed a patient experience management tool that allows facilities to better understand and respond to patient feedback and concerns. It collects every comment about patient's experiences across internal focus groups; CAHPS Surveys; discharge surveys; social media comments and doctor review sites; and analyzes them to detect common themes.,http://www.narrativedx.com
United States,Texas,Irving,DocSynk,Healthcare,DocSynk is a big data platform that uses machine learning to enhance patient engagement. DocSynk comprises a Patient Mobile App; a Doctor Platform and a powerful analytics engine.,http://www.docsynk.com
United States,Texas,Murphy,Cladoop,Healthcare,The vision of Cladoop; INC extends beyond creating generalized products; technology and engines. One of the core visions of Cladoop is to develop computer vision apps for the masses and ensure that the technology available does not remain exclusive to the classes and is leveraged and utilised by common people to improve various facets of their lives,http://www.cladoop.com
United States,Utah,Salt Lake City,Recursion Pharmaceuticals,Healthcare,Recursion Pharmaceuticals leverages advanced biological science; computation and artificial intelligence to provide a platform that discovers treatments for rare genetic disease and other conditions including aging; inflammation; infectious disease; oncology; and diagnostics; which can be modeled in human cells.,http://www.recursionpharma.com
United States,Washington,Seattle,Saykara,Healthcare,SayKara is building artificial intelligence for healthcare in a radical re-imagination of the way physicians interact with technology.,http://www.saykara.com
United States,,,Grad Rounds / Grand Rounds,Healthcare,,https://www.grandrounds.com/
United States,,,SemanticMD,Healthcare,SemanticMD provides a collaborative annotation and visual search platform for physicians analyzing medical images. The company's products accelerate and provide precision around medical image interpretation using computer vision and machine learning technologies.,http://www.semantic.md
Zimbabwe,,,Dr CADx,Healthcare,Dr CADx is a computer aided diagnostic system to help doctors as well as patients in diagnosing medical images more accurately. The company uses neural networks to develop algorithms that can interpret medical images with an accuracy that is comparable or even exceeds that of radiologists at a much lower cost.,http://www.drcadx.com
